,STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,DATE
0,AK,0.991234,6.5e-05,1.6e-05,0.00025,0.000116,0.000301,2.9e-05,0.000164,8.3e-05,9.1e-05,7.2e-05,0.001052,6.1e-05,0.000435,4.3e-05,3.5e-05,8.3e-05,8.5e-05,5e-05,6.6e-05,2.7e-05,0.00021,6.9e-05,0.000169,5.1e-05,2.1e-05,0.000612,4.8e-05,0.0,8e-05,9.5e-05,2.6e-05,9.2e-05,0.00039,2.5e-05,2.4e-05,5.7e-05,0.000561,2.5e-05,0.000104,1.1e-05,0.000143,4.1e-05,7.3e-05,0.000182,2.2e-05,0.0,0.001301,9.3e-05,2.3e-05,0.000158,2021-04-28
1,AL,0.002679,0.985398,0.016984,0.003585,0.001162,0.003142,0.001768,0.002902,0.002285,0.031877,0.07854,0.00228,0.00443,0.002797,0.005434,0.0083,0.003951,0.017442,0.035895,0.001576,0.003384,0.001891,0.003145,0.00243,0.007885,0.135208,0.004425,0.007557,0.002349,0.003872,0.001349,0.001761,0.010696,0.00343,0.001317,0.004794,0.00649,0.001232,0.00311,0.001733,0.011536,0.003639,0.059634,0.005732,0.002759,0.006205,0.002539,0.001211,0.003722,0.005016,0.011158,2021-04-28
2,AR,0.001623,0.007524,0.983548,0.00513,0.001447,0.004134,0.001036,0.001314,0.001817,0.002452,0.003879,0.000426,0.006397,0.003232,0.007631,0.007472,0.016229,0.009099,0.02614,0.000809,0.002155,0.001741,0.002489,0.002446,0.050936,0.034045,0.004389,0.002457,0.003275,0.007302,0.000829,0.001329,0.018077,0.00403,0.000981,0.003926,0.071239,0.001626,0.002715,0.000589,0.002823,0.0051,0.02794,0.015792,0.003759,0.003613,0.001233,0.001055,0.003563,0.004225,0.017843,2021-04-28
3,AZ,0.010958,0.002035,0.004998,0.985955,0.02221,0.016385,0.001968,0.002519,0.001624,0.002347,0.002207,0.010398,0.006191,0.01633,0.004986,0.00396,0.006216,0.002965,0.002807,0.002337,0.001982,0.002491,0.002506,0.007364,0.00589,0.002994,0.01475,0.001961,0.008799,0.009448,0.001775,0.001783,0.075896,0.064375,0.001366,0.002749,0.009059,0.011464,0.002365,0.001941,0.001983,0.007449,0.003507,0.005774,0.035157,0.002266,0.001741,0.011886,0.004852,0.001629,0.031212,2021-04-28
4,CA,0.0125,0.002058,0.004546,0.062602,0.996385,0.0178,0.003356,0.006571,0.00234,0.003533,0.003225,0.05497,0.004551,0.027317,0.005215,0.003823,0.004484,0.003168,0.003369,0.003629,0.003103,0.002221,0.002382,0.005313,0.005034,0.003087,0.018743,0.002349,0.004433,0.008275,0.002249,0.002817,0.037802,0.152969,0.002746,0.002921,0.006922,0.049015,0.00291,0.002704,0.002368,0.006074,0.004182,0.005934,0.030751,0.003427,0.003264,0.02217,0.003367,0.001711,0.040002,2021-04-28
5,CO,0.005844,0.001734,0.004275,0.010268,0.005169,0.982189,0.001645,0.00345,0.001927,0.002799,0.002145,0.008468,0.008866,0.020299,0.004311,0.003608,0.017826,0.002998,0.00241,0.001836,0.002377,0.001351,0.00183,0.005466,0.006427,0.002092,0.027341,0.001686,0.014986,0.031645,0.001349,0.001588,0.058387,0.015199,0.001155,0.00248,0.007628,0.008875,0.002111,0.001179,0.001756,0.018508,0.002813,0.004967,0.028426,0.002349,0.001523,0.006646,0.004366,0.001688,0.21159,2021-04-28
6,CT,0.000162,0.000509,0.000744,0.000786,0.000402,0.000765,0.982547,0.004764,0.007928,0.001988,0.001073,0.000576,0.000696,0.000804,0.001116,0.001623,0.000603,0.001294,0.000417,0.119588,0.005003,0.039532,0.000692,0.000459,0.00075,0.000536,0.001295,0.001898,0.000562,0.000792,0.040408,0.01768,0.001575,0.00098,0.045408,0.001903,0.000605,0.000394,0.006951,0.197199,0.00199,0.000802,0.001172,0.000423,0.000879,0.003613,0.041491,0.000337,0.000757,0.001885,0.003527,2021-04-28
7,DC,0.000406,0.000239,0.000223,0.000335,0.000384,0.000522,0.003479,0.914791,0.010185,0.000961,0.000682,0.000426,0.000345,0.000117,0.000388,0.00039,0.000218,0.000397,0.000302,0.004118,0.137557,0.002251,0.00037,0.000364,0.000342,0.000237,0.000288,0.001866,0.000463,0.000411,0.001539,0.002779,0.000385,0.00051,0.001908,0.000515,0.000283,0.000218,0.003047,0.003813,0.001045,0.000229,0.000472,0.000293,0.000475,0.052142,0.001451,0.000477,0.000299,0.004655,0.000421,2021-04-28
8,DE,0.000244,0.000324,0.000362,0.000299,0.000146,0.000388,0.008745,0.0299,0.958378,0.001037,0.000713,0.0001,0.000297,0.000268,0.000518,0.000802,0.000199,0.000718,0.000269,0.007518,0.093273,0.006604,0.000365,0.000227,0.000327,0.000387,0.000324,0.002396,3.3e-05,0.000331,0.003598,0.025379,0.000659,0.00044,0.00484,0.000922,0.000234,0.000134,0.043314,0.007002,0.001558,0.000344,0.000705,0.000226,0.000344,0.010734,0.006456,0.000151,0.000355,0.003317,0.000842,2021-04-28
9,FL,0.008685,0.086527,0.011464,0.007599,0.004311,0.014738,0.042986,0.023657,0.019958,0.986531,0.073397,0.00446,0.009907,0.006331,0.015797,0.017972,0.009199,0.02502,0.024342,0.044291,0.018682,0.042683,0.018793,0.018534,0.012268,0.028598,0.007807,0.019794,0.008535,0.008586,0.020074,0.02139,0.009395,0.011949,0.018066,0.017399,0.007536,0.004282,0.016665,0.044022,0.028086,0.009455,0.025662,0.008767,0.009378,0.016657,0.027274,0.006028,0.016102,0.013442,0.016159,2021-04-28
10,GA,0.004951,0.118604,0.011512,0.005759,0.00251,0.00581,0.010903,0.014512,0.009938,0.04669,0.985347,0.00481,0.006676,0.005862,0.009117,0.013591,0.006274,0.023887,0.011987,0.010338,0.011918,0.011466,0.008688,0.006468,0.009154,0.02364,0.008742,0.035552,0.004896,0.008175,0.006486,0.006845,0.01108,0.007949,0.006231,0.011324,0.006459,0.003151,0.008917,0.010156,0.120875,0.006991,0.081057,0.005014,0.008398,0.018405,0.008632,0.003165,0.007934,0.012814,0.01779,2021-04-28
11,HI,0.005925,9.9e-05,0.000149,0.001406,0.00294,0.001594,0.000361,0.000219,5.5e-05,0.000209,0.000216,0.988826,0.000194,0.001943,0.000268,0.000216,0.000276,0.000208,0.000141,0.000821,0.000206,0.0003,0.000178,0.000543,0.000237,0.000113,0.001295,0.000193,0.000629,0.000181,0.000284,0.00016,0.000476,0.00347,0.000164,0.000196,0.000256,0.003218,0.000127,0.000173,0.000158,0.000115,0.000146,0.000358,0.003234,0.000224,0.00058,0.005385,0.000308,8.1e-05,0.000947,2021-04-28
12,IA,0.001299,0.001586,0.004674,0.003906,0.001361,0.007126,0.001179,0.001095,0.001101,0.00169,0.001703,0.000877,0.984494,0.007755,0.044016,0.008145,0.019327,0.004717,0.001294,0.000924,0.001522,0.001111,0.002796,0.047494,0.025049,0.002278,0.012735,0.001485,0.019187,0.215727,0.00116,0.001236,0.008828,0.00637,0.000997,0.003914,0.006057,0.003444,0.00265,0.000624,0.001631,0.156405,0.003551,0.001772,0.007983,0.001799,0.002249,0.002316,0.029888,0.002851,0.049266,2021-04-28
13,ID,0.005601,0.000415,0.001133,0.003514,0.002223,0.004372,0.000333,0.000219,0.000275,0.00049,0.00056,0.001779,0.002379,0.980873,0.001261,0.001186,0.001437,0.001119,0.000504,0.00032,0.000379,0.00024,0.000425,0.001371,0.001578,0.000665,0.077203,0.000439,0.00741,0.005085,0.000379,0.00041,0.005806,0.010739,0.000309,0.000772,0.001408,0.032825,0.000707,0.000208,0.000469,0.006246,0.000884,0.000763,0.048708,0.000586,0.000653,0.065122,0.001027,0.00064,0.075951,2021-04-28
14,IL,0.003734,0.006293,0.015506,0.010666,0.004108,0.011341,0.00557,0.008159,0.00512,0.007848,0.006775,0.005487,0.121261,0.010803,0.988095,0.114873,0.016935,0.037523,0.005001,0.005827,0.00672,0.006754,0.022827,0.021233,0.108428,0.007834,0.016009,0.005481,0.014919,0.023862,0.005776,0.004556,0.020549,0.013799,0.004394,0.017818,0.011549,0.00569,0.009744,0.004645,0.006228,0.020084,0.016895,0.005331,0.010833,0.007431,0.008704,0.004833,0.133624,0.010626,0.050634,2021-04-28
15,IN,0.001542,0.00577,0.010348,0.005683,0.00186,0.005636,0.004287,0.005421,0.004597,0.005183,0.005942,0.001403,0.016468,0.007286,0.098131,0.984294,0.007755,0.150504,0.003154,0.003212,0.006043,0.004773,0.056345,0.009699,0.017507,0.005494,0.010829,0.004944,0.007906,0.011986,0.004024,0.004153,0.015036,0.007339,0.003671,0.066517,0.007447,0.003218,0.010246,0.00253,0.005693,0.011346,0.016562,0.003061,0.00672,0.007095,0.006093,0.002452,0.024499,0.015106,0.035949,2021-04-28
16,KS,0.000893,0.001623,0.012273,0.004125,0.001191,0.018008,0.000694,0.001643,0.000771,0.00152,0.001607,0.000651,0.018647,0.005175,0.005512,0.004185,0.982578,0.003688,0.002042,0.000501,0.001208,0.00087,0.001153,0.006853,0.169339,0.002407,0.006799,0.001277,0.006947,0.054243,0.000544,0.000759,0.013498,0.00469,0.000551,0.002115,0.044239,0.001978,0.001619,0.000312,0.001375,0.01636,0.003005,0.003939,0.005972,0.001543,0.00029,0.001648,0.003451,0.00213,0.029317,2021-04-28
17,KY,0.002029,0.011458,0.010087,0.003206,0.001041,0.003867,0.002481,0.00334,0.002945,0.007388,0.01058,0.001303,0.009018,0.004288,0.025154,0.107264,0.005991,0.975287,0.004034,0.002017,0.004646,0.002882,0.013935,0.004944,0.016628,0.008803,0.00644,0.006771,0.004334,0.007222,0.001965,0.002488,0.008278,0.00425,0.002344,0.086531,0.004401,0.001953,0.006347,0.001491,0.00871,0.006676,0.081238,0.002607,0.004406,0.011326,0.003119,0.001537,0.010517,0.072878,0.022054,2021-04-28
18,LA,0.001136,0.016674,0.038737,0.00379,0.001324,0.003432,0.001112,0.002136,0.001789,0.005846,0.006367,0.001052,0.002379,0.002395,0.002827,0.002993,0.003233,0.004065,0.987141,0.000972,0.002047,0.00084,0.001169,0.001349,0.004563,0.10711,0.003382,0.002922,0.001687,0.002668,0.000663,0.001313,0.012729,0.00365,0.001042,0.002003,0.007289,0.001282,0.001816,0.001179,0.004047,0.002321,0.00661,0.025003,0.002718,0.003047,0.001451,0.001165,0.001368,0.002747,0.009685,2021-04-28
19,MA,0.000893,0.00052,0.000739,0.001063,0.00075,0.001258,0.134499,0.005367,0.00545,0.004181,0.001245,0.001278,0.000829,0.000888,0.001354,0.001706,0.000577,0.001435,0.000504,0.987525,0.00424,0.117695,0.000908,0.000706,0.0009,0.000608,0.001583,0.001961,0.000595,0.000983,0.421078,0.008692,0.001685,0.00166,0.014124,0.001997,0.000653,0.000637,0.00557,0.562065,0.002331,0.000573,0.00124,0.000615,0.001263,0.003383,0.111708,0.000603,0.000897,0.001955,0.003158,2021-04-28
20,MD,0.000974,0.001828,0.002132,0.001942,0.00088,0.002371,0.021246,0.764635,0.401575,0.004837,0.003807,0.001153,0.001997,0.001675,0.002734,0.004511,0.001835,0.004589,0.001459,0.019238,0.97912,0.022362,0.002061,0.001017,0.002478,0.001824,0.002482,0.009512,0.001257,0.002257,0.012333,0.023257,0.004157,0.00298,0.011343,0.006047,0.001669,0.000955,0.070023,0.024334,0.007467,0.001719,0.00389,0.001435,0.002132,0.107061,0.016393,0.00098,0.002181,0.117184,0.007421,2021-04-28
21,ME,0.000244,0.000128,0.000101,0.000268,9.3e-05,0.000365,0.007947,0.000712,0.000798,0.000714,0.00024,7.5e-05,0.000206,0.000285,0.00025,0.00038,0.000167,0.000297,0.000103,0.032727,0.00085,0.984722,0.000214,0.000132,0.00018,0.000144,0.000576,0.000452,0.000132,0.000271,0.134883,0.001095,0.000513,0.00035,0.001261,0.000411,0.000168,8.4e-05,0.001049,0.011993,0.000458,0.000201,0.000269,0.000115,0.000192,0.000685,0.021834,0.000136,0.000271,0.000477,0.001053,2021-04-28
22,MI,0.002029,0.001759,0.003153,0.003018,0.001085,0.002511,0.00211,0.002464,0.001844,0.003785,0.002638,0.001854,0.005023,0.002177,0.014532,0.054888,0.001905,0.009009,0.001199,0.002077,0.002567,0.002852,0.993235,0.004512,0.004053,0.001603,0.00331,0.002334,0.002977,0.003621,0.001775,0.001886,0.003883,0.00468,0.002185,0.036715,0.002066,0.000972,0.004508,0.001629,0.002907,0.003352,0.00453,0.001342,0.003193,0.002736,0.003772,0.001291,0.020114,0.005807,0.010053,2021-04-28
23,MN,0.005195,0.000819,0.001707,0.003116,0.001014,0.003908,0.001084,0.00126,0.000963,0.002033,0.001516,0.002581,0.04662,0.004891,0.005958,0.004581,0.004073,0.00254,0.000765,0.001002,0.001072,0.001321,0.002678,0.990385,0.004128,0.001031,0.018671,0.001104,0.327996,0.011856,0.001018,0.000813,0.00348,0.00508,0.000796,0.002444,0.002644,0.002447,0.001816,0.000867,0.001067,0.111738,0.001817,0.001027,0.004335,0.001213,0.001088,0.002823,0.08612,0.001618,0.018633,2021-04-28
24,MO,0.002192,0.005875,0.111671,0.008474,0.002515,0.012152,0.002025,0.00345,0.002202,0.004494,0.004804,0.002054,0.057568,0.008257,0.092811,0.018315,0.346676,0.018731,0.006403,0.001805,0.003552,0.002641,0.005135,0.011934,0.984939,0.011921,0.01144,0.00328,0.009163,0.046349,0.001894,0.002174,0.023882,0.009139,0.001736,0.007627,0.047771,0.004031,0.004663,0.001248,0.00368,0.019769,0.016928,0.006444,0.009317,0.003959,0.002394,0.002984,0.011502,0.0059,0.044213,2021-04-28
25,MS,0.001623,0.076791,0.044438,0.003348,0.001014,0.002476,0.001046,0.001369,0.001184,0.007595,0.009823,0.001102,0.003335,0.00263,0.004195,0.004229,0.003887,0.00763,0.108942,0.000779,0.001884,0.001111,0.001441,0.001407,0.009364,0.979864,0.003562,0.003351,0.001786,0.003501,0.000758,0.001162,0.01141,0.00291,0.000807,0.002721,0.006847,0.001039,0.002053,0.000797,0.004927,0.003008,0.076408,0.006567,0.002547,0.003683,0.001088,0.000949,0.002008,0.003433,0.011264,2021-04-28
26,MT,0.004708,0.000267,0.000734,0.001308,0.000722,0.002725,0.000247,0.00011,0.000165,0.000286,0.000399,0.000977,0.001683,0.031722,0.000947,0.000935,0.000853,0.00076,0.000314,0.000235,0.000309,0.00033,0.000398,0.002124,0.001008,0.000407,0.976796,0.000303,0.039333,0.002487,0.000308,0.00025,0.002106,0.00287,0.000197,0.000549,0.000799,0.004869,0.000472,0.000312,0.000304,0.014354,0.000572,0.000393,0.00675,0.000474,0.000435,0.008611,0.001238,0.000419,0.07932,2021-04-28
27,NC,0.00211,0.009673,0.006275,0.004348,0.001952,0.00425,0.02136,0.032802,0.021527,0.015112,0.032402,0.002556,0.004884,0.003048,0.005819,0.00947,0.003964,0.016361,0.005634,0.020959,0.024741,0.026024,0.00534,0.003685,0.005629,0.007437,0.005252,0.985403,0.00268,0.004664,0.012286,0.01094,0.006209,0.00545,0.009505,0.012164,0.004039,0.001911,0.014814,0.019793,0.216556,0.005071,0.033539,0.002937,0.004042,0.099979,0.024082,0.002286,0.005193,0.0341,0.011369,2021-04-28
28,ND,0.001136,0.000216,0.000436,0.00067,0.000201,0.001386,0.000228,0.000274,0.00011,0.000225,0.000242,0.0002,0.002863,0.00345,0.001007,0.00084,0.000872,0.000472,0.000265,0.000175,0.000217,0.00024,0.000403,0.053182,0.000822,0.000242,0.043242,0.000206,0.987098,0.003069,0.000189,0.000131,0.001081,0.00137,0.000131,0.000413,0.000746,0.001089,0.000397,0.000243,0.000183,0.042575,0.000358,0.000289,0.001374,0.000266,0.0,0.001316,0.002452,0.000361,0.011632,2021-04-28
29,NE,0.001218,0.000941,0.003073,0.003567,0.001476,0.015939,0.000903,0.000657,0.000771,0.000978,0.00126,0.000626,0.111426,0.00958,0.004631,0.003976,0.029828,0.002734,0.000856,0.000706,0.001023,0.00087,0.001356,0.007928,0.010795,0.00135,0.010613,0.000948,0.012637,0.983731,0.000781,0.000954,0.008645,0.00698,0.0007,0.002161,0.004984,0.004031,0.001689,0.000347,0.001037,0.113228,0.002048,0.001431,0.010065,0.001162,0.00087,0.002236,0.003956,0.001676,0.098163,2021-04-28
30,NH,0.000325,0.000168,0.000261,0.000496,0.000168,0.000365,0.01635,0.002081,0.001266,0.002443,0.000356,0.000501,0.000303,0.000352,0.000388,0.000571,0.000205,0.000519,0.000169,0.177205,0.001392,0.189914,0.000294,0.000258,0.000294,0.00016,0.000504,0.000901,0.000198,0.000321,0.978648,0.001847,0.000641,0.00079,0.002672,0.00068,0.000313,0.000176,0.001711,0.038338,0.001356,0.000143,0.000505,0.000191,0.000465,0.001165,0.295807,0.000246,0.000374,0.000745,0.001,2021-04-28
31,NJ,0.000731,0.001472,0.002084,0.002384,0.001445,0.002528,0.061037,0.029516,0.130013,0.006122,0.003146,0.001503,0.002324,0.002328,0.003221,0.004419,0.001495,0.003315,0.001335,0.033198,0.029268,0.025724,0.001839,0.001392,0.002322,0.001629,0.002878,0.005689,0.001125,0.002477,0.01631,0.985084,0.005256,0.00358,0.140619,0.005399,0.00185,0.001433,0.121382,0.035876,0.005605,0.001604,0.003111,0.001428,0.002607,0.013777,0.026911,0.00108,0.002027,0.007053,0.009685,2021-04-28
32,NM,0.001055,0.001663,0.005371,0.023376,0.004336,0.021841,0.000789,0.000821,0.000798,0.001005,0.001446,0.000777,0.003771,0.006465,0.002586,0.002787,0.005234,0.002238,0.002906,0.000592,0.001132,0.000961,0.000947,0.001961,0.004494,0.002917,0.006943,0.001039,0.003077,0.006429,0.000592,0.000906,0.967546,0.011829,0.000631,0.001674,0.010648,0.003184,0.001511,0.000451,0.001305,0.004384,0.002547,0.014654,0.010772,0.00153,0.00058,0.001969,0.001429,0.001327,0.029791,2021-04-28
33,NV,0.009172,0.001435,0.002419,0.039699,0.0354,0.013631,0.001578,0.003395,0.001624,0.001975,0.002089,0.01363,0.004666,0.034217,0.003818,0.003132,0.003714,0.002115,0.001893,0.001618,0.00183,0.001321,0.002634,0.005635,0.003621,0.001685,0.019427,0.001459,0.006385,0.009087,0.00116,0.001402,0.020512,0.967712,0.001145,0.002534,0.004039,0.015009,0.001661,0.000971,0.001521,0.007392,0.002154,0.003925,0.068909,0.001466,0.000943,0.011796,0.003381,0.001094,0.041634,2021-04-28
34,NY,0.001948,0.001526,0.002148,0.002554,0.001821,0.002742,0.196791,0.022233,0.029592,0.007742,0.003696,0.002305,0.002506,0.002479,0.003878,0.005247,0.001533,0.004311,0.001397,0.055419,0.017003,0.035389,0.00295,0.001929,0.002478,0.00152,0.003382,0.005678,0.001588,0.002638,0.030726,0.182795,0.004579,0.00384,0.991967,0.008467,0.001735,0.001433,0.051489,0.048702,0.005836,0.001977,0.003401,0.001644,0.002931,0.01107,0.187582,0.001306,0.002531,0.007332,0.009632,2021-04-28
35,OH,0.001623,0.00479,0.008141,0.005139,0.001867,0.00505,0.006569,0.009583,0.007598,0.006743,0.006469,0.001904,0.010041,0.005845,0.016647,0.0829,0.005286,0.13954,0.002893,0.00541,0.010446,0.007564,0.063697,0.005883,0.009973,0.004881,0.008706,0.00765,0.00526,0.008877,0.006202,0.006599,0.012619,0.007529,0.008266,0.990204,0.005814,0.002883,0.053168,0.00416,0.008493,0.007392,0.014332,0.002942,0.005881,0.011402,0.01059,0.002291,0.010666,0.242467,0.029475,2021-04-28
36,OK,0.00138,0.003232,0.091795,0.009804,0.002591,0.009225,0.001236,0.001205,0.001376,0.0019,0.002597,0.001654,0.009605,0.005477,0.005906,0.005583,0.073968,0.004504,0.006622,0.000821,0.001852,0.001501,0.001839,0.004512,0.033252,0.005855,0.007159,0.001888,0.005789,0.014965,0.001136,0.001367,0.03934,0.007729,0.000981,0.003068,0.986328,0.00264,0.002483,0.001005,0.002049,0.009627,0.005338,0.033272,0.006508,0.002394,0.001596,0.001869,0.003605,0.002898,0.032002,2021-04-28
37,OR,0.010877,0.000372,0.000968,0.004371,0.007112,0.003861,0.000475,0.000219,0.00022,0.000615,0.000515,0.008218,0.00167,0.096655,0.001075,0.000904,0.0012,0.00085,0.000558,0.000405,0.000514,0.00039,0.000384,0.001323,0.001272,0.000624,0.018383,0.000435,0.002812,0.00337,0.000402,0.000371,0.004908,0.010069,0.000283,0.000608,0.001104,0.988033,0.000582,0.000208,0.000455,0.003696,0.000808,0.000802,0.010409,0.000582,0.000798,0.127551,0.000873,0.000489,0.026791,2021-04-28
38,PA,0.001461,0.00307,0.004653,0.00379,0.00159,0.003827,0.031008,0.048354,0.326341,0.006652,0.005072,0.001228,0.005277,0.003986,0.007041,0.011622,0.003118,0.009505,0.002501,0.019733,0.136323,0.025964,0.00618,0.002846,0.005055,0.003438,0.006044,0.009397,0.003771,0.005587,0.015908,0.167683,0.008791,0.00501,0.057847,0.044809,0.003735,0.002053,0.986065,0.020417,0.009127,0.004355,0.006984,0.002244,0.004113,0.029858,0.029378,0.001603,0.005118,0.128938,0.019106,2021-04-28
39,RI,8.1e-05,0.000142,0.000165,0.000161,0.000125,0.000278,0.060096,0.001314,0.001431,0.000842,0.00027,0.0002,0.000157,0.000151,0.000239,0.000336,0.000128,0.000241,6.2e-05,0.127305,0.001186,0.010026,0.000154,0.000127,0.00027,0.000119,0.000252,0.000433,0.000132,0.000201,0.01747,0.002587,0.000366,0.00029,0.00276,0.000393,0.00015,7.5e-05,0.001276,0.971888,0.000433,0.000172,0.000228,0.00013,0.000162,0.000768,0.009212,0.000116,0.000187,0.000419,0.000211,2021-04-28
40,SC,0.00138,0.009119,0.00436,0.002411,0.000907,0.002313,0.014858,0.013143,0.010956,0.013265,0.064275,0.001027,0.002736,0.001893,0.003894,0.005859,0.002316,0.010817,0.00391,0.014872,0.013315,0.014558,0.003636,0.002288,0.003222,0.005788,0.003669,0.155072,0.001985,0.002708,0.007551,0.00778,0.00533,0.00258,0.006216,0.007998,0.002428,0.001232,0.009182,0.013207,0.979659,0.002865,0.01459,0.002026,0.002365,0.023544,0.013347,0.0011,0.003078,0.018167,0.007895,2021-04-28
41,SD,0.00211,0.000381,0.000989,0.001063,0.000297,0.0032,0.000219,5.5e-05,0.000165,0.000331,0.000429,0.000276,0.040356,0.003768,0.001465,0.001262,0.002688,0.000784,0.000314,0.000223,0.000276,0.00042,0.000519,0.0275,0.001926,0.000474,0.018995,0.000357,0.069139,0.039328,0.000473,0.000211,0.002161,0.00155,0.000178,0.00065,0.001346,0.001265,0.00044,0.000104,0.000345,0.974071,0.000643,0.000449,0.002314,0.000403,0.000508,0.001909,0.002769,0.000535,0.06253,2021-04-28
42,TN,0.003571,0.077093,0.06207,0.006045,0.002388,0.005943,0.004943,0.006407,0.007185,0.013157,0.062126,0.001979,0.01041,0.005443,0.017727,0.030454,0.008198,0.141731,0.011198,0.004154,0.008133,0.004833,0.011619,0.005946,0.022388,0.14687,0.008454,0.030577,0.005624,0.008646,0.003906,0.004089,0.015641,0.00647,0.003346,0.020413,0.008772,0.002665,0.008617,0.00364,0.026198,0.009283,0.98043,0.005752,0.005993,0.044765,0.006021,0.002371,0.010213,0.025429,0.024475,2021-04-28
43,TX,0.008523,0.013061,0.08988,0.026984,0.010872,0.028468,0.004344,0.008926,0.004487,0.011728,0.00959,0.013304,0.012389,0.013868,0.011453,0.010839,0.028244,0.010765,0.099997,0.00439,0.006769,0.004773,0.005502,0.008466,0.020009,0.025686,0.018347,0.006431,0.01042,0.018034,0.003125,0.004207,0.243933,0.026738,0.003356,0.006969,0.124312,0.008154,0.005875,0.003362,0.007694,0.013265,0.014427,0.995139,0.01819,0.007911,0.003047,0.008254,0.007556,0.00597,0.046687,2021-04-28
44,UT,0.004951,0.000895,0.002063,0.01263,0.005855,0.022479,0.000941,0.001369,0.000523,0.001228,0.001496,0.007115,0.004624,0.089638,0.002342,0.002226,0.003124,0.001978,0.001037,0.001159,0.001121,0.001051,0.001147,0.002873,0.003048,0.001149,0.036191,0.000959,0.004896,0.010702,0.000829,0.000887,0.016172,0.046297,0.000739,0.001548,0.002887,0.010995,0.001269,0.000693,0.000894,0.007822,0.001733,0.001782,0.982396,0.001075,0.001016,0.008113,0.001709,0.001094,0.123691,2021-04-28
